"order_number","product","customer_id","date","price"
571923,"GBDGF",10520,2020-04-05,29
278127,"GBDGF",95344,2020-02-13,29
145389,"GBDGF",21454,2020-12-19,29
845679,"GBDGF",51902,2020-06-26,29
835982,"GBDGF",28598,2020-08-12,29
651242,"GBDGF",79350,2020-04-30,29
130276,"GBDGF",49874,2020-08-04,29
422124,"GBDGF",85997,2020-02-13,29
507326,"GBDGF",64686,2020-06-15,29
630200,"GBDGF",26055,2020-11-15,29
92345,"GBDGF",20925,2020-03-06,29
173470,"GBDGF",56382,2020-05-29,29
896524,"GBDGF",44129,2020-02-07,29
555153,"GBDGF",61470,2020-02-13,29
346359,"GBDGF",63764,2020-11-14,29
486846,"GBDGF",52753,2020-04-15,29
727005,"GBDGF",93534,2020-07-20,29
911174,"GBDGF",75990,2020-07-16,29
904298,"GBDGF",67600,2020-04-10,29
832502,"GBDGF",70058,2020-08-02,29
595902,"GBDGF",86119,2020-08-26,29
386524,"GBDGF",83753,2020-06-13,29
604545,"GBDGF",78704,2020-11-29,29
557726,"GBDGF",32091,2020-04-28,29
149250,"GBDGF",38920,2020-07-12,29
693816,"GBDGF",48383,2020-02-29,29
504381,"GBDGF",32592,2020-02-19,29
15488,"GBDGF",81346,2020-02-19,29
421689,"GBDGF",39083,2020-12-17,29
53312,"GBDGF",65790,2020-04-21,29
587151,"GBDGF",69869,2020-05-21,29
880854,"GBDGF",80828,2020-01-05,29
924626,"GBDGF",13203,2020-12-21,29
143069,"GBDGF",92693,2020-06-23,29
360717,"GBDGF",50987,2020-12-13,29
867116,"GBDGF",97160,2020-01-27,29
973417,"GBDGF",26986,2020-02-22,29
471606,"GBDGF",40628,2020-03-06,29
275065,"GBDGF",49048,2020-06-11,29
344720,"GBDGF",50228,2020-03-10,29
587605,"GBDGF",74169,2020-04-02,29
575134,"GBDGF",45926,2020-05-31,29
629535,"GBDGF",85185,2020-06-06,29
829068,"GBDGF",43383,2020-08-01,29
382382,"GBDGF",39062,2020-05-08,29
10745,"GBDGF",32404,2020-01-29,29
455778,"GBDGF",59024,2020-04-18,29
652395,"GBDGF",20395,2020-07-23,29
958488,"GBDGF",75797,2020-01-22,29
422925,"GBDGF",64301,2020-03-03,29
209691,"GBDGF",64643,2020-05-15,29
826645,"GBDGF",16783,2020-05-28,29
344826,"GBDGF",44635,2020-12-18,29
811331,"GBDGF",48752,2020-11-01,29
438471,"GBDGF",44734,2020-04-09,29
32727,"GBDGF",95713,2020-06-16,29
828163,"GBDGF",12757,2020-05-03,29
235255,"GBDGF",93393,2020-04-12,29
253590,"GBDGF",22078,2020-03-16,29
865708,"GBDGF",45215,2020-11-27,29
180463,"GBDGF",86589,2020-12-13,29
274703,"GBDGF",39697,2020-11-26,29
873060,"GBDGF",61450,2020-03-28,29
907606,"GBDGF",28169,2020-11-14,29
139078,"GBDGF",98261,2020-06-24,29
547797,"GBDGF",29068,2020-08-24,29
397807,"GBDGF",25118,2020-08-24,29
778189,"GBDGF",15911,2020-06-24,29
257854,"GBDGF",93223,2020-01-17,29
733743,"GBDGF",34552,2020-06-20,29
951798,"GBDGF",65445,2020-08-06,29
338060,"GBDGF",31653,2020-06-09,29
274133,"GBDGF",44156,2020-06-07,29
296900,"GBDGF",49151,2020-04-17,29
535263,"GBDGF",85368,2020-05-19,29
963433,"GBDGF",39917,2020-08-15,29
382402,"GBDGF",75621,2020-07-13,29
303289,"GBDGF",45949,2020-11-05,29
2200,"GBDGF",88289,2020-01-23,29
554799,"GBDGF",98721,2020-11-03,29
911709,"GBDGF",77102,2020-06-20,29
796940,"GBDGF",12757,2020-05-09,29
903211,"GBDGF",32943,2020-02-19,29
181567,"GBDGF",81941,2020-04-24,29
184036,"GBDGF",22189,2020-07-10,29
700096,"GBDGF",98853,2020-11-25,29
538045,"GBDGF",99078,2020-04-22,29
901086,"GBDGF",95438,2020-01-09,29
704395,"GBDGF",12439,2020-07-25,29
346503,"GBDGF",57448,2020-12-12,29
659653,"GBDGF",56493,2020-06-26,29
51508,"GBDGF",28582,2020-04-07,29
899063,"GBDGF",16992,2020-03-06,29
980431,"GBDGF",40584,2020-06-11,29
180005,"GBDGF",85942,2020-12-22,29
32925,"GBDGF",39883,2020-02-02,29
725655,"GBDGF",10391,2020-03-27,29
14439,"GBDGF",21483,2020-03-31,29
798408,"GBDGF",60067,2020-01-09,29
652345,"GBDGF",44473,2020-04-14,29
869754,"GBDGF",59275,2020-01-29,29
534508,"GBDGF",51902,2020-08-07,29
321383,"GBDGF",51311,2020-05-01,29
477994,"GBDGF",32316,2020-07-16,29
875668,"GBDGF",42833,2020-12-05,29
711356,"GBDGF",14864,2020-05-08,29
716385,"GBDGF",11168,2020-11-15,29
771765,"GBDGF",25498,2020-06-14,29
645085,"GBDGF",56533,2020-04-12,29
605534,"GBDGF",83796,2020-03-08,29
902129,"GBDGF",75621,2020-07-19,29
693781,"GBDGF",74991,2020-04-09,29
21320,"GBDGF",44685,2020-01-11,29
883538,"GBDGF",93515,2020-08-10,29
275367,"GBDGF",83069,2020-12-31,29
770573,"GBDGF",95803,2020-01-08,29
785641,"GBDGF",40985,2020-02-09,29
698630,"GBDGF",55396,2020-04-22,29
641923,"GBDGF",58833,2020-03-13,29
408110,"GBDGF",29132,2020-12-14,29
703892,"GBDGF",46007,2020-02-13,29
365935,"GBDGF",45970,2020-08-04,29
32758,"GBDGF",73889,2020-03-28,29
800184,"GBDGF",58902,2020-01-23,29
101941,"GBDGF",69197,2020-03-15,29
25828,"GBDGF",52325,2020-07-18,29
212303,"GBDGF",17275,2020-11-06,29
168955,"GBDGF",53394,2020-01-19,29
314022,"GBDGF",35839,2020-12-20,29
24750,"GBDGF",90342,2020-06-08,29
561506,"GBDGF",50843,2020-12-20,29
94630,"GBDGF",40591,2020-12-09,29
329188,"GBDGF",84636,2020-03-22,29
653749,"GBDGF",13699,2020-08-31,29
543561,"GBDGF",71961,2020-07-09,29
320432,"GBDGF",12990,2020-05-16,29
400312,"GBDGF",31614,2020-11-16,29
277537,"GBDGF",13069,2020-03-25,29
375049,"GBDGF",45672,2020-01-29,29
803679,"GBDGF",98578,2020-03-19,29
89352,"GBDGF",97725,2020-06-14,29
864321,"GBDGF",61887,2020-12-17,29
12003,"GBDGF",69126,2020-12-08,29
525747,"GBDGF",25988,2020-04-02,29
311833,"GBDGF",47306,2020-02-22,29
208534,"GBDGF",13069,2020-02-14,29
455875,"GBDGF",32919,2020-07-14,29
63944,"GBDGF",41842,2020-06-02,29
559007,"GBDGF",45381,2020-12-13,29
214610,"GBDGF",67679,2020-08-20,29
551720,"GBDGF",85529,2020-11-20,29
850920,"GBDGF",13706,2020-07-12,29
384638,"GBDGF",40214,2020-11-02,29
628927,"GBDGF",81948,2020-06-28,29
39415,"GBDGF",83640,2020-01-03,29
665945,"GBDGF",89266,2020-05-22,29
293507,"GBDGF",72429,2020-02-05,29
134874,"GBDGF",55642,2020-12-09,29
337551,"GBDGF",25956,2020-03-24,29
854866,"GBDGF",99344,2020-12-14,29
489876,"GBDGF",91371,2020-02-01,29
764359,"GBDGF",30376,2020-02-13,29
284058,"GBDGF",41825,2020-11-11,29
972574,"GBDGF",74372,2020-11-19,29
406283,"GBDGF",14439,2020-02-02,29
625121,"GBDGF",35875,2020-06-20,29
302289,"GBDGF",13069,2020-04-20,29
932442,"GBDGF",50706,2020-03-30,29
758780,"GBDGF",27102,2020-03-23,29
311040,"GBDGF",39032,2020-05-01,29
605634,"GBDGF",50138,2020-02-04,29
114685,"GBDGF",27959,2020-04-24,29
213549,"GBDGF",94731,2020-02-12,29
599180,"GBDGF",16956,2020-01-10,29
996895,"GBDGF",86293,2020-06-13,29
985699,"GBDGF",61395,2020-05-25,29
108652,"GBDGF",48883,2020-01-26,29
441991,"GBDGF",99296,2020-02-08,29
364950,"GBDGF",59964,2020-04-04,29
730012,"GBDGF",81303,2020-11-06,29
548450,"GBDGF",30732,2020-08-08,29
722076,"GBDGF",41587,2020-03-25,29
300575,"GBDGF",80844,2020-07-10,29
231607,"GBDGF",69987,2020-02-05,29
89400,"GBDGF",81315,2020-06-29,29
381180,"GBDGF",60638,2020-05-09,29
144735,"GBDGF",99302,2020-12-22,29
51116,"GBDGF",14939,2020-03-31,29
127886,"GBDGF",11483,2020-11-08,29
127001,"GBDGF",43682,2020-11-22,29
755979,"GBDGF",89815,2020-12-17,29
968487,"GBDGF",52930,2020-02-09,29
584741,"GBDGF",46530,2020-05-19,29
944687,"GBDGF",24906,2020-06-02,29
287071,"GBDGF",12770,2020-02-19,29
394987,"GBDGF",90744,2020-07-20,29
990083,"GBDGF",46694,2020-12-31,29
952475,"GBDGF",68003,2020-02-16,29
638901,"GBDGF",69626,2020-03-10,29
648493,"GBDGF",62236,2020-02-01,29
223058,"GBDGF",23443,2020-04-07,29
605153,"GBDGF",11915,2020-11-28,29
607051,"GBDGF",24228,2020-05-29,29
228397,"GBDGF",48641,2020-01-22,29
90686,"GBDGF",48075,2020-07-18,29
476030,"GBDGF",63760,2020-06-07,29
327360,"GBDGF",91595,2020-03-26,29
371772,"GBDGF",66964,2020-01-03,29
439750,"GBDGF",79667,2020-01-30,29
188462,"GBDGF",21123,2020-04-11,29
783421,"GBDGF",98232,2020-11-26,29
689035,"GBDGF",69003,2020-06-10,29
932552,"GBDGF",85777,2020-04-04,29
334921,"GBDGF",39936,2020-12-28,29
734751,"GBDGF",82371,2020-06-27,29
948840,"GBDGF",74234,2020-12-08,29
782376,"GBDGF",78716,2020-01-13,29
116625,"GBDGF",18287,2020-06-24,29
190696,"GBDGF",64361,2020-05-01,29
827995,"GBDGF",80058,2020-07-14,29
51419,"GBDGF",27675,2020-03-20,29
307757,"GBDGF",62257,2020-02-13,29
44227,"GBDGF",17274,2020-08-19,29
526389,"GBDGF",42573,2020-07-05,29
63110,"GBDGF",28157,2020-07-20,29
806525,"GBDGF",70390,2020-05-19,29
424696,"GBDGF",66765,2020-02-25,29
179356,"GBDGF",41569,2020-04-13,29
413812,"GBDGF",86710,2020-03-02,29
179672,"GBDGF",14267,2020-08-22,29
756976,"GBDGF",11168,2020-05-18,29
935026,"GBDGF",73505,2020-04-07,29
276417,"GBDGF",42900,2020-12-18,29
797385,"GBDGF",81860,2020-01-08,29
494970,"GBDGF",85320,2020-04-11,29
637806,"GBDGF",90276,2020-03-29,29
707789,"GBDGF",41440,2020-11-29,29
975118,"GBDGF",84268,2020-03-13,29
256098,"GBDGF",89842,2020-11-19,29
920167,"GBDGF",57837,2020-12-23,29
174821,"GBDGF",50275,2020-06-20,29
968725,"GBDGF",73021,2020-06-18,29
782927,"GBDGF",91229,2020-12-23,29
621220,"GBDGF",18955,2020-05-27,29
240567,"GBDGF",18222,2020-01-12,29
190422,"GBDGF",39231,2020-07-11,29
298799,"GBDGF",60541,2020-02-05,29
563252,"GBDGF",32715,2020-06-10,29
379169,"GBDGF",73745,2020-04-20,29
60821,"GBDGF",43546,2020-05-10,29
905043,"GBDGF",74271,2020-11-21,29
471552,"GBDGF",19659,2020-07-13,29
946572,"GBDGF",38948,2020-11-27,29
251909,"GBDGF",25335,2020-04-19,29
894731,"GBDGF",96481,2020-04-26,29
874031,"GBDGF",45386,2020-08-29,29
649952,"GBDGF",96918,2020-03-15,29
925422,"GBDGF",18347,2020-07-22,29
667399,"GBDGF",23474,2020-04-20,29
980460,"GBDGF",35821,2020-04-27,29
773158,"GBDGF",70433,2020-12-19,29
211396,"GBDGF",33430,2020-03-22,29
992423,"GBDGF",37090,2020-01-12,29
209800,"GBDGF",94171,2020-08-24,29
274062,"GBDGF",47779,2020-12-02,29
836600,"GBDGF",41267,2020-05-22,29
118842,"GBDGF",96798,2020-02-04,29
957215,"GBDGF",34944,2020-03-21,29
291979,"GBDGF",15272,2020-08-09,29
990820,"GBDGF",30377,2020-04-27,29
95362,"GBDGF",71604,2020-06-13,29
937345,"GBDGF",23233,2020-12-19,29
708528,"GBDGF",99448,2020-06-10,29
107096,"GBDGF",65042,2020-11-02,29
728044,"GBDGF",55458,2020-03-03,29
913194,"GBDGF",32508,2020-01-13,29
890448,"GBDGF",50437,2020-06-18,29
507742,"GBDGF",90977,2020-12-08,29
772925,"GBDGF",30571,2020-07-06,29
669518,"GBDGF",37163,2020-08-15,29
413746,"GBDGF",59333,2020-03-29,29
721554,"GBDGF",10298,2020-12-15,29
953533,"GBDGF",11506,2020-08-07,29
815945,"GBDGF",76741,2020-03-29,29
225168,"GBDGF",36292,2020-06-21,29
135139,"GBDGF",53246,2020-05-02,29
723548,"GBDGF",86097,2020-07-04,29
420616,"GBDGF",84519,2020-12-01,29
921740,"GBDGF",55941,2020-04-13,29
170702,"GBDGF",52022,2020-08-21,29
995124,"GBDGF",37166,2020-06-18,29
873698,"GBDGF",13184,2020-12-05,29
446330,"GBDGF",67911,2020-03-23,29
479176,"GBDGF",63523,2020-01-14,29
711498,"GBDGF",56988,2020-06-02,29
173441,"GBDGF",23702,2020-03-07,29
428717,"GBDGF",55564,2020-06-19,29
583826,"GBDGF",32511,2020-08-14,29
327889,"GBDGF",15272,2020-04-01,29
831423,"GBDGF",95617,2020-02-14,29
18599,"GBDGF",46181,2020-08-30,29
554563,"GBDGF",46373,2020-06-01,29
791946,"GBDGF",42107,2020-12-30,29
304153,"GBDGF",31072,2020-07-19,29
711997,"GBDGF",49438,2020-01-22,29
646040,"GBDGF",15521,2020-01-02,29
430950,"GBDGF",98094,2020-02-29,29
859929,"GBDGF",56457,2020-01-23,29
313315,"GBDGF",10471,2020-08-08,29
223696,"GBDGF",28765,2020-11-29,29
135141,"GBDGF",70448,2020-04-25,29
273347,"GBDGF",67100,2020-07-10,29
217330,"GBDGF",69449,2020-03-02,29
935648,"GBDGF",96811,2020-05-06,29
84315,"GBDGF",45784,2020-11-20,29
217303,"GBDGF",94213,2020-04-29,29
16117,"GBDGF",98002,2020-08-11,29
90439,"GBDGF",47502,2020-04-17,29
806492,"GBDGF",59451,2020-02-03,29
980859,"GBDGF",94101,2020-06-01,29
245145,"GBDGF",96416,2020-06-12,29
789540,"GBDGF",79580,2020-11-30,29
567883,"FFJGD",48887,2020-02-15,160
792026,"FFJGD",18923,2020-09-07,160
674962,"FFJGD",99049,2020-02-17,160
25241,"FFJGD",13296,2020-08-03,160
9857,"FFJGD",94018,2020-03-05,160
485538,"FFJGD",85419,2020-10-21,160
790992,"FFJGD",48747,2020-12-12,160
345590,"FFJGD",82023,2020-01-01,160
957025,"FFJGD",87626,2020-05-06,160
245781,"FFJGD",46181,2020-03-14,160
484855,"FFJGD",93288,2020-10-13,160
778419,"FFJGD",27467,2020-11-30,160
896033,"FFJGD",91759,2020-11-15,160
108296,"FFJGD",43452,2020-07-28,160
530412,"FFJGD",20016,2020-07-12,160
623926,"FFJGD",33924,2020-01-13,160
338813,"FFJGD",51325,2020-05-05,160
69027,"FFJGD",12793,2020-05-13,160
245677,"FFJGD",78651,2020-07-20,160
700483,"FFJGD",95922,2020-01-09,160
457767,"FFJGD",78339,2020-02-02,160
450587,"FFJGD",95668,2020-12-17,160
545745,"FFJGD",49121,2020-07-23,160
697007,"FFJGD",61280,2020-03-11,160
250494,"FFJGD",89680,2020-05-29,160
933371,"FFJGD",15791,2020-11-12,160
649489,"FFJGD",46854,2020-06-01,160
35773,"FFJGD",27140,2020-05-24,160
96857,"FFJGD",17154,2020-03-12,160
293352,"FFJGD",34640,2020-11-15,160
786376,"FFJGD",87702,2020-04-27,160
118667,"FFJGD",53279,2020-12-31,160
394269,"FFJGD",27639,2020-10-10,160
697448,"FFJGD",88419,2020-12-21,160
773455,"FFJGD",65056,2020-02-16,160
122957,"FFJGD",91882,2020-12-18,160
919379,"FFJGD",63120,2020-08-01,160
784738,"FFJGD",77021,2020-04-04,160
511189,"FFJGD",77634,2020-02-23,160
213495,"FFJGD",38766,2020-03-05,160
412079,"FFJGD",79183,2020-08-22,160
333437,"FFJGD",57065,2020-08-09,160
697156,"FFJGD",79422,2020-01-09,160
576646,"FFJGD",68768,2020-12-19,160
552146,"FFJGD",29882,2020-02-10,160
641291,"FFJGD",95488,2020-04-11,160
610987,"FFJGD",17264,2020-09-28,160
351754,"FFJGD",29602,2020-02-21,160
316318,"FFJGD",45600,2020-12-07,160
436843,"FFJGD",84844,2020-09-09,160
441515,"FFJGD",99980,2020-04-26,160
566685,"FFJGD",52134,2020-09-28,160
825675,"FFJGD",30581,2020-12-29,160
994706,"FFJGD",14763,2020-05-10,160
76346,"FFJGD",53160,2020-07-03,160
122297,"FFJGD",67545,2020-09-21,160
476099,"FFJGD",59046,2020-08-09,160
348377,"FFJGD",61925,2020-08-24,160
439586,"FFJGD",81837,2020-08-26,160
594714,"FFJGD",52380,2020-03-13,160
254227,"FFJGD",78901,2020-03-19,160
514916,"FFJGD",17367,2020-04-11,160
978308,"FFJGD",87379,2020-07-03,160
880421,"FFJGD",27279,2020-05-15,160
518866,"FFJGD",62538,2020-10-22,160
635948,"FFJGD",86559,2020-03-04,160
474649,"FFJGD",94081,2020-01-18,160
74061,"FFJGD",18430,2020-01-15,160
71923,"FFJGD",50004,2020-08-29,160
365019,"FFJGD",11659,2020-03-10,160
823325,"FFJGD",13693,2020-06-20,160
661044,"FFJGD",74435,2020-06-26,160
769870,"FFJGD",95194,2020-04-16,160
689057,"FFJGD",61502,2020-09-02,160
318745,"FFJGD",92680,2020-02-17,160
715699,"FFJGD",99276,2020-11-24,160
464071,"FFJGD",93842,2020-05-07,160
463276,"FFJGD",20814,2020-04-30,160
937906,"FFJGD",74311,2020-04-27,160
972858,"FFJGD",28665,2020-04-10,160
758152,"FFJGD",60189,2020-10-09,160
191605,"FFJGD",51542,2020-05-10,160
368067,"FFJGD",79644,2020-02-26,160
718225,"FFJGD",29637,2020-03-19,160
